,name,chrom,txStart,txEnd,name2,start,end
42851,NM_001367548,chr10,75572258,75634313,CAMK2G,75562258,75644313
42852,NM_001320265,chr10,75880012,75910586,AP3M1,75870012,75920586
42853,NM_001320898,chr10,75575624,75634349,CAMK2G,75565624,75644349
42854,NM_012095,chr10,75880012,75910586,AP3M1,75870012,75920586
42855,NR_160042,chr10,75572258,75634313,CAMK2G,75562258,75644313
42856,NM_001204492,chr10,75572258,75634349,CAMK2G,75562258,75644349
42857,NM_001367544,chr10,75572258,75634313,CAMK2G,75562258,75644313
42858,NM_001367543,chr10,75572258,75634313,CAMK2G,75562258,75644313
42859,NM_001367542,chr10,75572258,75634313,CAMK2G,75562258,75644313
42860,NR_160041,chr10,75572258,75634313,CAMK2G,75562258,75644313
42861,NR_135191,chr10,75880012,75910586,AP3M1,75870012,75920586
42862,NM_001367521,chr10,75575624,75634313,CAMK2G,75565624,75644313
42863,NM_001367520,chr10,75575624,75634313,CAMK2G,75565624,75644313
42864,NM_001367519,chr10,75575624,75634313,CAMK2G,75565624,75644313
42866,NM_001367537,chr10,75572258,75634313,CAMK2G,75562258,75644313
42867,NR_160046,chr10,75572258,75634313,CAMK2G,75562258,75644313
42868,NM_001367530,chr10,75572258,75634313,CAMK2G,75562258,75644313
42869,NM_001367529,chr10,75575624,75634313,CAMK2G,75565624,75644313
42870,NM_001367528,chr10,75575624,75634313,CAMK2G,75565624,75644313
42871,NM_001367527,chr10,75572258,75634313,CAMK2G,75562258,75644313
42872,NM_001367526,chr10,75575624,75634313,CAMK2G,75565624,75644313
42873,NR_160263,chr10,75572258,75634313,CAMK2G,75562258,75644313
42875,NM_207012,chr10,75880012,75910586,AP3M1,75870012,75920586
42876,NM_001367541,chr10,75575624,75634313,CAMK2G,75565624,75644313
42877,NM_001367539,chr10,75572258,75634313,CAMK2G,75562258,75644313
42878,NM_001367545,chr10,75572258,75634313,CAMK2G,75562258,75644313
42879,NM_001367514,chr10,75575624,75634313,CAMK2G,75565624,75644313
42880,NM_001367547,chr10,75572258,75634313,CAMK2G,75562258,75644313
42881,NM_001367546,chr10,75572258,75634313,CAMK2G,75562258,75644313
42882,NM_014000,chr10,75757873,75879926,VCL,75747873,75889926
42883,NR_160044,chr10,75572258,75634313,CAMK2G,75562258,75644313
42884,NR_160045,chr10,75572258,75634313,CAMK2G,75562258,75644313
42885,NR_160047,chr10,75572258,75634313,CAMK2G,75562258,75644313
42886,NM_001367532,chr10,75572258,75634313,CAMK2G,75562258,75644313
42887,NM_001367531,chr10,75572258,75634313,CAMK2G,75562258,75644313
42888,NM_172170,chr10,75572258,75634313,CAMK2G,75562258,75644313
42889,NM_172169,chr10,75572258,75634313,CAMK2G,75562258,75644313
42890,NM_172171,chr10,75572258,75634349,CAMK2G,75562258,75644349
42891,NM_172173,chr10,75572258,75634313,CAMK2G,75562258,75644313
42921,NM_001161352,chr10,78644640,79397566,KCNMA1,78634640,79407566
42923,NM_002247,chr10,78644640,79397566,KCNMA1,78634640,79407566
42924,NM_001271519,chr10,78644640,79397566,KCNMA1,78634640,79407566
42925,NM_001161353,chr10,78644640,79397566,KCNMA1,78634640,79407566
42926,NM_001322837,chr10,78644640,79397566,KCNMA1,78634640,79407566
42927,NM_001322836,chr10,78644640,79397566,KCNMA1,78634640,79407566
42985,NM_000314,chr10,89623381,89731687,PTEN,89613381,89741687
42986,NM_001304718,chr10,89623381,89731687,PTEN,89613381,89741687
42989,NM_001304717,chr10,89623381,89731687,PTEN,89613381,89741687
42992,NM_001141945,chr10,90694830,90751154,ACTA2,90684830,90761154
42997,NM_001320855,chr10,90694830,90751154,ACTA2,90684830,90761154
42998,NM_001613,chr10,90694830,90712530,ACTA2,90684830,90722530
43008,NM_001284274,chr10,93170100,93274577,HECTD2,93160100,93284577
43010,NR_104291,chr10,93170041,93274585,HECTD2,93160041,93284585
43011,NR_145526,chr10,93170041,93274585,HECTD2,93160041,93284585
43012,NM_001257101,chr10,92922768,93044088,PCGF5,92912768,93054088
43013,NM_173497,chr10,93170100,93223422,HECTD2,93160100,93233422
43015,NR_046435,chr10,92922768,92987717,PCGF5,92912768,92997717
43018,NM_182765,chr10,93170100,93274577,HECTD2,93160100,93284577
43019,NM_001348365,chr10,93168991,93274585,HECTD2,93158991,93284585
43021,NM_001165946,chr10,94211440,94257518,IDE,94201440,94267518
43022,NM_001322795,chr10,94211440,94333852,IDE,94201440,94343852
43023,NR_136399,chr10,94211440,94333852,IDE,94201440,94343852
43024,NM_001322793,chr10,94211440,94333852,IDE,94201440,94343852
43033,NM_001322794,chr10,94211440,94333852,IDE,94201440,94343852
43038,NM_004969,chr10,94211440,94333850,IDE,94201440,94343850
43046,NM_001322797,chr10,94211440,94257518,IDE,94201440,94267518
43047,NM_001322796,chr10,94211440,94333263,IDE,94201440,94343263
43060,NM_001288989,chr10,95753687,96092580,PLCE1,95743687,96102580
43065,NM_001165979,chr10,95848782,96088148,PLCE1,95838782,96098148
43072,NM_016341,chr10,95753687,96092580,PLCE1,95743687,96102580
43083,NM_001323415,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43084,NM_001323414,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43089,NM_001323416,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43090,NM_001323417,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43091,NM_001323418,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43092,NM_001323412,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43095,NM_001323419,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43099,NM_002860,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43112,NM_001017423,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43120,NM_000769,chr10,96522437,96615304,CYP2C19,96512437,96625304
43124,NM_001323413,chr10,97365699,97416468,ALDH18A1,97355699,97426468
43146,NM_012465,chr10,98124364,98273683,TLL2,98114364,98283683
43152,NM_003061,chr10,98757794,98945716,SLIT1,98747794,98955716
43167,NM_001349963,chr10,101419385,101471002,ENTPD7,101409385,101481002
43168,NM_002079,chr10,101156626,101190381,GOT1,101146626,101200381
43169,NM_001349962,chr10,101419265,101470998,ENTPD7,101409265,101480998
43170,NM_020354,chr10,101419265,101470998,ENTPD7,101409265,101480998
43171,NM_000392,chr10,101542396,101612351,ABCC2,101532396,101622351
43175,NM_003393,chr10,102222765,102243501,WNT8B,102212765,102253501
43191,NM_000102,chr10,104590287,104597170,CYP17A1,104580287,104607170
43210,NM_014720,chr10,105726897,105788991,SLK,105716897,105798991
43211,NM_001365079,chr10,105353783,105437973,SH3PXD2A,105343783,105447973
43212,NM_014631,chr10,105353783,105615164,SH3PXD2A,105343783,105625164
43213,NM_001304743,chr10,105726897,105788991,SLK,105716897,105798991
43215,NM_001191013,chr10,106028630,106059176,GSTO2,106018630,106069176
43216,NM_001191014,chr10,106034923,106064708,GSTO2,106024923,106074708
43217,NM_183239,chr10,106028941,106064708,GSTO2,106018941,106074708
43219,NM_001191015,chr10,106034923,106064708,GSTO2,106024923,106074708
43221,NM_001206572,chr10,108333420,108924464,SORCS1,108323420,108934464
43222,NM_001206570,chr10,108333420,108924464,SORCS1,108323420,108934464
43223,NM_052918,chr10,108333420,108924464,SORCS1,108323420,108934464
43224,NM_001206571,chr10,108338420,108924464,SORCS1,108328420,108934464
43225,NM_001206569,chr10,108336947,108924464,SORCS1,108326947,108934464
43226,NM_001013031,chr10,108333420,108924464,SORCS1,108323420,108934464
43254,NM_030756,chr10,114710005,114927436,TCF7L2,114700005,114937436
43255,NM_001198529,chr10,114710005,114927436,TCF7L2,114700005,114937436
43256,NM_001198528,chr10,114710005,114927436,TCF7L2,114700005,114937436
43257,NM_001198530,chr10,114710008,114927436,TCF7L2,114700008,114937436
43258,NM_001363501,chr10,114710008,114927436,TCF7L2,114700008,114937436
43259,NM_001198531,chr10,114710005,114927436,TCF7L2,114700005,114937436
43260,NM_001146286,chr10,114710005,114927436,TCF7L2,114700005,114937436
43261,NM_001146285,chr10,114710008,114927436,TCF7L2,114700008,114937436
43262,NM_001146284,chr10,114710005,114927436,TCF7L2,114700005,114937436
43263,NM_001146274,chr10,114710005,114927436,TCF7L2,114700005,114937436
43264,NM_001367943,chr10,114710005,114927436,TCF7L2,114700005,114937436
43265,NM_001146283,chr10,114710005,114927436,TCF7L2,114700005,114937436
43266,NM_001198527,chr10,114710005,114927436,TCF7L2,114700005,114937436
43267,NM_001198526,chr10,114710005,114927436,TCF7L2,114700005,114937436
43268,NM_001198525,chr10,114710005,114927436,TCF7L2,114700005,114937436
43318,NM_001303135,chr10,118350524,118368687,PNLIPRP1,118340524,118378687
43322,NM_006229,chr10,118350470,118368687,PNLIPRP1,118340470,118378687
43396,NM_001322974,chr10,126085871,126107492,OAT,126075871,126117492
43397,NM_001322971,chr10,126085871,126107492,OAT,126075871,126117492
43399,NM_001322970,chr10,126085871,126107492,OAT,126075871,126117492
43403,NM_000274,chr10,126085871,126107492,OAT,126075871,126117492
43405,NM_001322968,chr10,126085871,126107492,OAT,126075871,126117492
43406,NM_001171814,chr10,126085871,126107545,OAT,126075871,126117545
43407,NM_001322966,chr10,126085871,126107492,OAT,126075871,126117492
43410,NM_001322967,chr10,126085871,126107492,OAT,126075871,126117492
43411,NM_001322969,chr10,126085871,126107492,OAT,126075871,126117492
43413,NM_001322965,chr10,126085871,126107492,OAT,126075871,126117492
43434,NM_001375389,chr10,131633496,131762538,EBF3,131623496,131772538
43435,NM_001375392,chr10,131633496,131762538,EBF3,131623496,131772538
43436,NM_001375390,chr10,131633496,131762538,EBF3,131623496,131772538
43437,NM_001375379,chr10,131633496,131762538,EBF3,131623496,131772538
43438,NM_001375391,chr10,131633496,131762538,EBF3,131623496,131772538
43439,NM_001375380,chr10,131633496,131762538,EBF3,131623496,131772538
43440,NM_001005463,chr10,131633496,131762538,EBF3,131623496,131772538
43480,NM_001242307,chr10,3179918,3215033,PITRM1,3169918,3225033
43484,NM_001347726,chr10,3179919,3214974,PITRM1,3169919,3224974
43487,NM_001347727,chr10,3179919,3214974,PITRM1,3169919,3224974
43488,NM_001347728,chr10,3179919,3214974,PITRM1,3169919,3224974
43489,NM_001242309,chr10,3179919,3215033,PITRM1,3169919,3225033
43490,NR_144641,chr10,3179919,3214974,PITRM1,3169919,3224974
43491,NR_144639,chr10,3179919,3214974,PITRM1,3169919,3224974
43492,NM_014889,chr10,3179919,3214974,PITRM1,3169919,3224974
43493,NR_144640,chr10,3179919,3214974,PITRM1,3169919,3224974
43494,NR_144638,chr10,3179919,3214974,PITRM1,3169919,3224974
43495,NM_001347730,chr10,3179918,3214908,PITRM1,3169918,3224908
43496,NM_001347729,chr10,3179918,3214908,PITRM1,3169918,3224908
43497,NM_001347725,chr10,3179919,3214974,PITRM1,3169919,3224974
43621,NM_001008213,chr10,13142081,13180276,OPTN,13132081,13190276
43622,NM_001008212,chr10,13142162,13180307,OPTN,13132162,13190307
43623,NM_001008211,chr10,13142081,13180276,OPTN,13132081,13190276
43624,NM_021980,chr10,13142081,13180276,OPTN,13132081,13190276
43705,NM_178815,chr10,18948359,18970568,ARL5B,18938359,18980568
43984,NM_001033886,chr10,44871314,44880545,CXCL12,44861314,44890545
43985,NM_001178134,chr10,44872514,44880545,CXCL12,44862514,44890545
43986,NM_000609,chr10,44865612,44880545,CXCL12,44855612,44890545
43987,NM_199168,chr10,44872514,44880545,CXCL12,44862514,44890545
43988,NM_001277990,chr10,44865612,44880545,CXCL12,44855612,44890545
44095,NM_001271703,chr10,47157983,47174143,ANXA8,47147983,47184143
44098,NM_001271702,chr10,47157983,47174143,ANXA8,47147983,47184143
44103,NM_001040084,chr10,47157983,47174100,ANXA8,47147983,47184100
44126,NM_001271702,chr10,48255203,48271368,ANXA8,48245203,48281368
44127,NM_001040084,chr10,48255246,48271368,ANXA8,48245246,48281368
44130,NM_001271703,chr10,48255203,48271368,ANXA8,48245203,48281368
44159,NM_003055,chr10,50818355,50820766,SLC18A3,50808355,50830766
44214,NM_012242,chr10,54074040,54077417,DKK1,54064040,54087417
44219,NM_007057,chr10,58116988,58121020,ZWINT,58106988,58131020
44220,NM_001005413,chr10,58117198,58121034,ZWINT,58107198,58131034
44221,NM_032997,chr10,58117198,58121034,ZWINT,58107198,58131034
44224,NM_001204880,chr10,60094738,60130513,UBE2D1,60084738,60140513
44225,NM_003201,chr10,60145169,60158980,TFAM,60135169,60168980
44226,NR_073073,chr10,60144902,60158990,TFAM,60134902,60168990
44227,NM_001270782,chr10,60144902,60158990,TFAM,60134902,60168990
44228,NM_003338,chr10,60094765,60130508,UBE2D1,60084765,60140508
44254,NM_001136179,chr10,64571755,64576126,EGR2,64561755,64586126
44255,NM_001136178,chr10,64571755,64578927,EGR2,64561755,64588927
44256,NM_001136177,chr10,64571755,64576126,EGR2,64561755,64586126
44258,NM_001321037,chr10,64571755,64576126,EGR2,64561755,64586126
44259,NM_000399,chr10,64571755,64576126,EGR2,64561755,64586126
44269,NM_021800,chr10,69556426,69597946,DNAJC12,69546426,69607946
44270,NM_201262,chr10,69570965,69597937,DNAJC12,69560965,69607937
44271,NM_001142498,chr10,69644938,69678147,SIRT1,69634938,69688147
44272,NM_001314049,chr10,69651159,69678147,SIRT1,69641159,69688147
44273,NM_012238,chr10,69644413,69678147,SIRT1,69634413,69688147
44318,NM_003171,chr10,70939989,70968849,SUPV3L1,70929989,70978849
44319,NM_001323588,chr10,70939989,70968849,SUPV3L1,70929989,70978849
44320,NM_001323587,chr10,70939989,70968849,SUPV3L1,70929989,70978849
44321,NM_001301683,chr10,70939989,70968849,SUPV3L1,70929989,70978849
44322,NR_136627,chr10,70939989,70968849,SUPV3L1,70929989,70978849
44323,NR_136626,chr10,70939989,70968849,SUPV3L1,70929989,70978849
44324,NM_001323584,chr10,70939989,70968849,SUPV3L1,70929989,70978849
44325,NM_001323586,chr10,70939989,70968849,SUPV3L1,70929989,70978849
44326,NM_001323585,chr10,70939989,70968849,SUPV3L1,70929989,70978849
44328,NM_001322366,chr10,71077936,71161637,HK1,71067936,71171637
44329,NM_000188,chr10,71078602,71161637,HK1,71068602,71171637
44330,NM_001322367,chr10,71078602,71161637,HK1,71068602,71171637
44331,NM_033496,chr10,71075609,71161637,HK1,71065609,71171637
44332,NM_001351263,chr10,71211222,71267425,TSPAN15,71201222,71277425
44333,NR_147091,chr10,71211222,71267425,TSPAN15,71201222,71277425
44334,NM_012339,chr10,71211220,71267422,TSPAN15,71201220,71277422
44335,NM_020999,chr10,71331453,71333178,NEUROG3,71321453,71343178
44342,NM_020150,chr10,71907044,71930270,SAR1A,71897044,71940270
44346,NM_001142648,chr10,71907044,71930270,SAR1A,71897044,71940270
44382,NM_002778,chr10,73576054,73611008,PSAP,73566054,73621008
44384,NM_001042466,chr10,73576054,73611008,PSAP,73566054,73621008
44387,NM_001042465,chr10,73576054,73611008,PSAP,73566054,73621008
44389,NM_004273,chr10,73724152,73773314,CHST3,73714152,73783314
44455,NM_003635,chr10,75561673,75571356,NDST2,75551673,75581356
44456,NM_004922,chr10,75504129,75531919,SEC24C,75494129,75541919
44458,NM_001330107,chr10,75561673,75571356,NDST2,75551673,75581356
44463,NR_160743,chr10,75561673,75571578,NDST2,75551673,75581578
44464,NR_160744,chr10,75561673,75571578,NDST2,75551673,75581578
44465,NR_160745,chr10,75570444,75571578,NDST2,75560444,75581578
44468,NM_198597,chr10,75504129,75531919,SEC24C,75494129,75541919
44469,NM_002658,chr10,75670889,75677252,PLAU,75660889,75687252
44470,NM_001319191,chr10,75670889,75677252,PLAU,75660889,75687252
44471,NM_001145031,chr10,75670889,75677252,PLAU,75660889,75687252
44502,NM_001322839,chr10,79395960,79397566,KCNMA1,79385960,79407566
44503,NM_001271522,chr10,79393867,79397566,KCNMA1,79383867,79407566
44504,NM_001271521,chr10,79395960,79397566,KCNMA1,79385960,79407566
44505,NM_001271520,chr10,79395960,79397566,KCNMA1,79385960,79407566
44610,NM_003087,chr10,88718355,88723015,SNCG,88708355,88733015
44612,NM_001330120,chr10,88715515,88723015,SNCG,88705515,88733015
44629,NM_001178118,chr10,89267589,89313218,MINPP1,89257589,89323218
44630,NM_001178117,chr10,89264222,89313218,MINPP1,89254222,89323218
44631,NM_004897,chr10,89264649,89313218,MINPP1,89254649,89323218
44637,NM_004190,chr10,90424198,90438570,LIPF,90414198,90448570
44638,NM_001198829,chr10,90424198,90438570,LIPF,90414198,90448570
44639,NM_001198830,chr10,90424198,90438570,LIPF,90414198,90448570
44640,NM_001198828,chr10,90424198,90438570,LIPF,90414198,90448570
44649,NM_001320619,chr10,90750554,90776816,FAS,90740554,90786816
44650,NR_028035,chr10,90750554,90776816,FAS,90740554,90786816
44651,NR_028034,chr10,90750554,90776816,FAS,90740554,90786816
44652,NR_028033,chr10,90750554,90776816,FAS,90740554,90786816
44654,NM_000043,chr10,90750554,90776816,FAS,90740554,90786816
44655,NR_028036,chr10,90750554,90776816,FAS,90740554,90786816
44656,NR_135315,chr10,90751187,90776816,FAS,90741187,90786816
44657,NR_135314,chr10,90751187,90776816,FAS,90741187,90786816
44658,NR_135313,chr10,90750554,90776816,FAS,90740554,90786816
44659,NM_152872,chr10,90750554,90776816,FAS,90740554,90786816
44660,NM_152871,chr10,90750554,90776816,FAS,90740554,90786816
44661,NM_000235,chr10,90973329,91011532,LIPA,90963329,91021532
44663,NM_003956,chr10,90965385,90967074,CH25H,90955385,90977074
44664,NM_001288979,chr10,90973325,91011796,LIPA,90963325,91021796
44665,NM_001127605,chr10,90973329,91011532,LIPA,90963329,91021532
44683,NR_046310,chr10,92980358,92987717,PCGF5,92970358,92997717
44684,NM_032373,chr10,92980419,93044094,PCGF5,92970419,93054094
44685,NM_001256549,chr10,92979907,93044088,PCGF5,92969907,93054088
44686,NM_005398,chr10,93388198,93392828,PPP1R3C,93378198,93402828
44691,NM_002729,chr10,94449711,94455404,HHEX,94439711,94465404
44719,NM_001198854,chr10,96796528,96829254,CYP2C8,96786528,96839254
44720,NM_001198853,chr10,96796528,96829254,CYP2C8,96786528,96839254
44721,NM_001198855,chr10,96796528,96829254,CYP2C8,96786528,96839254
44722,NM_000770,chr10,96796528,96829254,CYP2C8,96786528,96839254
44776,NM_002629,chr10,99185947,99193201,PGAM1,99175947,99203201
44778,NM_001317079,chr10,99187433,99193201,PGAM1,99177433,99203201
44809,NM_003015,chr10,99526507,99531756,SFRP5,99516507,99541756
44858,NM_001320976,chr10,101470624,101491884,COX15,101460624,101501884
44859,NM_001320975,chr10,101470624,101491884,COX15,101460624,101501884
44860,NM_001320974,chr10,101454049,101491884,COX15,101444049,101501884
44861,NM_004376,chr10,101470624,101491884,COX15,101460624,101501884
44863,NR_164009,chr10,101470624,101491884,COX15,101460624,101501884
44864,NM_078470,chr10,101470624,101491884,COX15,101460624,101501884
44865,NM_001372028,chr10,101470624,101491884,COX15,101460624,101501884
44866,NM_001372027,chr10,101470624,101491884,COX15,101460624,101501884
44867,NM_001372026,chr10,101470624,101491884,COX15,101460624,101501884
44868,NM_001372025,chr10,101470624,101491884,COX15,101460624,101501884
44869,NM_001372024,chr10,101470624,101491884,COX15,101460624,101501884
44870,NM_001318326,chr10,101635333,101690664,DNMBP,101625333,101700664
44871,NM_001318327,chr10,101635327,101673849,DNMBP,101625327,101683849
44902,NM_005063,chr10,102106989,102124583,SCD,102096989,102134583
44904,NM_001284367,chr10,102283485,102289680,NDUFB8,102273485,102299680
44905,NM_001284368,chr10,102283485,102289680,NDUFB8,102273485,102299680
44907,NM_005004,chr10,102283496,102289628,NDUFB8,102273496,102299628
45024,NM_001001412,chr10,105212996,105218657,CALHM1,105202996,105228657
45027,NM_001129742,chr10,105232560,105238997,CALHM3,105222560,105248997
45031,NM_014976,chr10,105156382,105206051,PDCD11,105146382,105216051
45033,NR_024552,chr10,105206542,105212127,CALHM2,105196542,105222127
45034,NR_046344,chr10,105206542,105212127,CALHM2,105196542,105222127
45035,NM_015916,chr10,105206542,105212127,CALHM2,105196542,105222127
45046,NM_004832,chr10,106014649,106027213,GSTO1,106004649,106037213
45047,NM_001191003,chr10,106013951,106027222,GSTO1,106003951,106037222
45048,NM_001191002,chr10,106014467,106027222,GSTO1,106004467,106037222
45077,NM_000681,chr10,112836786,112840662,ADRA2A,112826786,112850662
45101,NM_001349871,chr10,114886391,114927436,TCF7L2,114876391,114937436
45102,NM_001349870,chr10,114889029,114927436,TCF7L2,114879029,114937436
45113,NM_000684,chr10,115803624,115806663,ADRB1,115793624,115816663
45188,NM_004281,chr10,121410891,121437329,BAG3,121400891,121447329
45221,NM_001099667,chr10,124214168,124216868,ARMS2,124204168,124226868
45374,NM_004092,chr10,135175988,135186858,ECHS1,135165988,135196858
45449,NM_001363570,chr11,14665268,14893604,PDE3B,14655268,14903604
45450,NM_001363569,chr11,14665268,14893604,PDE3B,14655268,14903604
45455,NM_000922,chr11,14665349,14893590,PDE3B,14655349,14903590
45654,NM_001257320,chr11,6416353,6426893,APBB1,6406353,6436893
45655,NM_001257323,chr11,6416353,6426163,APBB1,6406353,6436163
45656,NM_001257321,chr11,6416353,6426647,APBB1,6406353,6436647
45657,NM_001257325,chr11,6416353,6425921,APBB1,6406353,6435921
45658,NM_001257326,chr11,6416353,6426647,APBB1,6406353,6436647
45659,NM_001164,chr11,6416354,6440324,APBB1,6406354,6450324
45660,NM_145689,chr11,6416354,6440683,APBB1,6406354,6450683
45661,NM_001257319,chr11,6416353,6426163,APBB1,6406353,6436163
45662,NR_047512,chr11,6416353,6440341,APBB1,6406353,6450341
45848,NM_000352,chr11,17414431,17498392,ABCC8,17404431,17508392
45850,NM_001287174,chr11,17414044,17498392,ABCC8,17404044,17508392
45852,NM_001351296,chr11,17414044,17498392,ABCC8,17404044,17508392
45861,NM_001351295,chr11,17414044,17498392,ABCC8,17404044,17508392
45869,NM_001351297,chr11,17414044,17498392,ABCC8,17404044,17508392
45876,NR_147094,chr11,17414044,17498392,ABCC8,17404044,17508392
45953,NM_001752,chr11,34460480,34493607,CAT,34450480,34503607
46539,NM_080491,chr11,77926338,78128866,GAB2,77916338,78138866
46543,NM_012296,chr11,77926335,78052926,GAB2,77916335,78062926
46562,NM_001206946,chr11,85668218,85780126,PICALM,85658218,85790126
46563,NM_007166,chr11,85668218,85780126,PICALM,85658218,85790126
46569,NM_001206947,chr11,85668218,85780902,PICALM,85658218,85790902
46571,NM_001008660,chr11,85668218,85780126,PICALM,85658218,85790126
46705,NM_138973,chr11,117156401,117186972,BACE1,117146401,117196972
46709,NM_138971,chr11,117156401,117186972,BACE1,117146401,117196972
46712,NM_012104,chr11,117156401,117186972,BACE1,117146401,117196972
46713,NM_138972,chr11,117156401,117186972,BACE1,117146401,117196972
46743,NM_003105,chr11,121323022,121504472,SORL1,121313022,121514472
46758,NM_001301779,chr11,123594622,123612368,ZNF202,123584622,123622368
46764,NM_003455,chr11,123594622,123612368,ZNF202,123584622,123622368
46767,NM_001301780,chr11,123594622,123612368,ZNF202,123584622,123622368
46769,NM_001301819,chr11,123594634,123601693,ZNF202,123584634,123611693
46934,NM_000797,chr11,637268,640705,DRD4,627268,650705
47024,NM_001909,chr11,1773984,1785157,CTSD,1763984,1795157
47072,NM_001185098,chr11,2181008,2182439,INS,2171008,2192439
47076,NM_001185097,chr11,2181008,2182439,INS,2171008,2192439
47079,NM_000207,chr11,2181008,2182439,INS,2171008,2192439
47082,NM_001291897,chr11,2181008,2182439,INS,2171008,2192439
47244,NM_000184,chr11,5274417,5276011,HBG2,5264417,5286011
47499,NM_001377296,chr11,17406795,17410704,KCNJ11,17396795,17420704
47500,NM_001377297,chr11,17406795,17410704,KCNJ11,17396795,17420704
47501,NM_001166290,chr11,17406795,17410893,KCNJ11,17396795,17420893
47503,NM_000525,chr11,17406795,17410206,KCNJ11,17396795,17420206
47510,NM_004179,chr11,18039101,18067816,TPH1,18029101,18077816
47612,NM_001709,chr11,27676440,27722002,BDNF,27666440,27732002
47613,NM_001143806,chr11,27676440,27742326,BDNF,27666440,27752326
47614,NM_001143805,chr11,27676440,27742326,BDNF,27666440,27752326
47615,NM_001143813,chr11,27676440,27722002,BDNF,27666440,27732002
47616,NM_001143814,chr11,27676440,27722002,BDNF,27666440,27732002
47617,NM_001143812,chr11,27676440,27722447,BDNF,27666440,27732447
47618,NM_001143811,chr11,27676440,27722600,BDNF,27666440,27732600
47619,NM_001143809,chr11,27676440,27722600,BDNF,27666440,27732600
47620,NM_001143810,chr11,27676440,27722600,BDNF,27666440,27732600
47621,NM_001143808,chr11,27676440,27722600,BDNF,27666440,27732600
47622,NM_001143807,chr11,27676440,27741113,BDNF,27666440,27751113
47623,NM_001143816,chr11,27676440,27681196,BDNF,27666440,27691196
47624,NM_170732,chr11,27676440,27742326,BDNF,27666440,27752326
47625,NM_170731,chr11,27676440,27743577,BDNF,27666440,27753577
47626,NM_170735,chr11,27676440,27681196,BDNF,27666440,27691196
47627,NM_170734,chr11,27676440,27721214,BDNF,27666440,27731214
47628,NM_170733,chr11,27676440,27723180,BDNF,27666440,27733180
47828,NM_005456,chr11,45907201,45928016,MAPK8IP1,45897201,45938016
48134,NM_000614,chr11,58390137,58393205,CNTF,58380137,58403205
48192,NM_001062,chr11,59620280,59633960,TCN1,59610280,59643960
48205,NM_001247999,chr11,59939970,59952139,MS4A6A,59929970,59962139
48206,NM_001330275,chr11,59939481,59950804,MS4A6A,59929481,59960804
48207,NM_001351235,chr11,59968725,60010610,MS4A4E,59958725,60020610
48208,NM_022349,chr11,59939970,59950804,MS4A6A,59929970,59960804
48209,NM_152852,chr11,59939079,59952139,MS4A6A,59929079,59962139
48210,NM_152851,chr11,59939079,59950804,MS4A6A,59929079,59960804
48213,NM_024021,chr11,60048138,60076443,MS4A4A,60038138,60086443
48214,NM_001243266,chr11,60048138,60076443,MS4A4A,60038138,60086443
48215,NM_148975,chr11,60048138,60076443,MS4A4A,60038138,60086443
48424,NM_000738,chr11,62676150,62688835,CHRM1,62666150,62698835
48445,NM_001265591,chr11,63448971,63527342,RTN3,63438971,63537342
48446,NM_201430,chr11,63448971,63527342,RTN3,63438971,63537342
48447,NM_201429,chr11,63448921,63527363,RTN3,63438921,63537363
48448,NM_201428,chr11,63448971,63527342,RTN3,63438971,63537342
48449,NM_001265589,chr11,63448971,63527342,RTN3,63438971,63537342
48450,NM_006054,chr11,63448971,63527342,RTN3,63438971,63537342
48451,NR_049751,chr11,63448971,63527342,RTN3,63438971,63537342
48452,NR_049750,chr11,63448971,63527342,RTN3,63438971,63537342
48453,NM_001265590,chr11,63448971,63527342,RTN3,63438971,63537342
48853,NM_000852,chr11,67351282,67354124,GSTP1,67341282,67364124
48914,NM_015973,chr11,68452011,68458643,GAL,68442011,68468643
48944,NM_003824,chr11,70049401,70053492,FADD,70039401,70063492
49001,NM_001567,chr11,71935810,71950188,INPPL1,71925810,71960188
49044,NM_001381945,chr11,73685716,73693888,UCP2,73675716,73703888
49046,NM_001381949,chr11,73685716,73693888,UCP2,73675716,73703888
49047,NM_001381943,chr11,73685716,73693888,UCP2,73675716,73703888
49048,NM_003355,chr11,73685716,73693888,UCP2,73675716,73703888
49049,NM_001381944,chr11,73685716,73694247,UCP2,73675716,73704247
49050,NM_001381947,chr11,73685716,73693888,UCP2,73675716,73703888
49051,NM_001381948,chr11,73685716,73693888,UCP2,73675716,73703888
49052,NM_001381950,chr11,73685716,73693888,UCP2,73675716,73703888
49357,NM_001165,chr11,102188214,102210134,BIRC3,102178214,102220134
49358,NM_182962,chr11,102188214,102210134,BIRC3,102178214,102220134
49367,NM_002422,chr11,102706531,102714340,MMP3,102696531,102724340
49368,NM_001145938,chr11,102660649,102668891,MMP1,102650649,102678891
49372,NM_002421,chr11,102660649,102668891,MMP1,102650649,102678891
